pageid,title,wikidata,label
423930,Roosevelt Skerrit,Q57823,Roosevelt Skerrit
1889211,Charles Savarin,Q2960197,Charles Savarin
17843531,Ian Douglas (politician),Q5981435,Ian Douglas
65498225,Gretta Roberts,Q99957892,Gretta Roberts
69714835,Chekira Lockhart Hypolite,Q110493451,Chekira Lockhart Hypolite
72243516,Kenneth Darroux,Q59154066,Kenneth Darroux
